,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
60,Restricted Area,Center(C),0,-4,6,0
61,Mid-Range,Left Side Center(LC),16,-131,107,0
62,Above the Break 3,Left Side Center(LC),26,-192,181,1
63,Restricted Area,Center(C),1,15,-11,0
64,Restricted Area,Center(C),0,4,-8,1
65,Restricted Area,Center(C),0,0,0,1
66,Above the Break 3,Right Side Center(RC),26,202,174,1
67,Mid-Range,Center(C),20,-43,203,0
68,Right Corner 3,Right Side(R),23,234,15,0
69,Restricted Area,Center(C),0,0,0,0
70,Above the Break 3,Center(C),26,-8,268,0
71,Restricted Area,Center(C),1,6,15,1
72,Above the Break 3,Right Side Center(RC),26,206,173,0
73,Restricted Area,Center(C),2,-2,22,1
74,Restricted Area,Center(C),2,-25,10,1
75,Above the Break 3,Right Side Center(RC),26,130,235,0
76,Above the Break 3,Right Side Center(RC),25,163,200,1
77,Restricted Area,Center(C),0,0,0,1
78,Restricted Area,Center(C),0,6,6,1
79,Above the Break 3,Left Side Center(LC),26,-204,164,0
80,Above the Break 3,Right Side Center(RC),25,103,232,0
81,Above the Break 3,Right Side Center(RC),25,154,199,0
82,Restricted Area,Center(C),2,-13,17,1
83,Above the Break 3,Center(C),27,-66,262,0
84,Above the Break 3,Left Side Center(LC),25,-172,191,0
85,In The Paint (Non-RA),Center(C),5,8,57,0
86,Restricted Area,Center(C),1,15,13,1
87,Restricted Area,Center(C),1,11,6,1
88,Restricted Area,Center(C),2,20,12,0
89,Above the Break 3,Left Side Center(LC),25,-159,200,0
90,Above the Break 3,Right Side Center(RC),26,91,251,1
91,Above the Break 3,Left Side Center(LC),25,-113,231,0
92,Restricted Area,Center(C),0,0,0,0
93,Above the Break 3,Right Side Center(RC),26,89,246,0
94,Restricted Area,Center(C),0,0,0,0
95,Above the Break 3,Left Side Center(LC),26,-105,246,0
96,Mid-Range,Right Side(R),12,127,10,1
97,Restricted Area,Center(C),0,0,0,1
98,Restricted Area,Center(C),3,-13,29,1
99,Restricted Area,Center(C),0,2,8,1
100,Above the Break 3,Center(C),25,-43,250,0
101,Mid-Range,Left Side(L),20,-205,36,1
102,Above the Break 3,Center(C),25,-10,256,0
103,Restricted Area,Center(C),0,0,0,1
104,Restricted Area,Center(C),0,7,0,0
105,Restricted Area,Center(C),0,0,0,1
106,Restricted Area,Center(C),1,-3,-11,1
107,Above the Break 3,Right Side Center(RC),24,150,195,1
108,Restricted Area,Center(C),1,-2,13,0
109,Restricted Area,Center(C),1,6,13,0
110,Above the Break 3,Center(C),24,19,248,0
111,Restricted Area,Center(C),1,-3,13,0
112,Restricted Area,Center(C),0,3,6,1
113,Restricted Area,Center(C),0,-4,3,0
114,Restricted Area,Center(C),0,-5,0,0
115,Above the Break 3,Center(C),25,-19,258,0
116,In The Paint (Non-RA),Center(C),7,5,73,0
117,Above the Break 3,Left Side Center(LC),26,-226,131,1
118,Above the Break 3,Right Side Center(RC),24,122,215,0
119,Restricted Area,Center(C),1,5,9,1
120,Restricted Area,Center(C),1,7,11,0
121,Right Corner 3,Right Side(R),22,228,-17,0
122,Mid-Range,Center(C),16,-5,163,1
123,Restricted Area,Center(C),3,12,30,1
124,In The Paint (Non-RA),Center(C),8,-6,84,0
125,In The Paint (Non-RA),Center(C),4,-21,36,0
126,Restricted Area,Center(C),1,7,14,1
127,Restricted Area,Center(C),0,0,0,0
128,Above the Break 3,Right Side Center(RC),25,153,206,0
129,In The Paint (Non-RA),Center(C),5,3,56,1
130,Restricted Area,Center(C),3,27,19,1
131,Restricted Area,Center(C),1,2,18,1
132,Restricted Area,Center(C),2,3,29,1
133,Restricted Area,Center(C),2,2,28,0
134,Restricted Area,Center(C),3,-12,31,0
135,Restricted Area,Center(C),3,-18,32,0
136,Above the Break 3,Right Side Center(RC),25,194,158,0
137,In The Paint (Non-RA),Center(C),10,-2,100,0
138,Restricted Area,Center(C),0,-4,5,1
139,Restricted Area,Center(C),2,-15,24,1
140,Restricted Area,Center(C),0,0,0,1
141,Restricted Area,Center(C),0,0,0,0
142,Right Corner 3,Right Side(R),23,236,3,0
143,Mid-Range,Center(C),16,-30,158,0
144,Restricted Area,Center(C),3,-2,32,1
145,In The Paint (Non-RA),Right Side(R),9,47,79,1
146,Restricted Area,Center(C),0,0,0,1
147,In The Paint (Non-RA),Center(C),7,67,21,1
148,In The Paint (Non-RA),Center(C),10,5,103,0
149,Right Corner 3,Right Side(R),23,226,77,0
150,Above the Break 3,Left Side Center(LC),25,-139,210,0
151,Restricted Area,Center(C),0,0,0,0
152,In The Paint (Non-RA),Center(C),4,40,-1,1
153,Above the Break 3,Left Side Center(LC),26,-157,210,0
154,Above the Break 3,Center(C),25,-30,258,0
155,Restricted Area,Center(C),2,2,22,1
156,In The Paint (Non-RA),Center(C),4,45,3,1
157,In The Paint (Non-RA),Center(C),10,11,100,0
158,In The Paint (Non-RA),Center(C),5,44,24,0
159,In The Paint (Non-RA),Center(C),4,46,15,1
160,Above the Break 3,Right Side Center(RC),24,106,225,0
161,In The Paint (Non-RA),Center(C),4,0,46,1
162,In The Paint (Non-RA),Center(C),4,-9,43,0
163,Restricted Area,Center(C),0,0,0,1
164,Right Corner 3,Right Side(R),24,244,4,0
165,Restricted Area,Center(C),3,31,21,1
166,In The Paint (Non-RA),Center(C),4,-33,25,0
167,In The Paint (Non-RA),Center(C),5,-24,44,0
168,In The Paint (Non-RA),Center(C),4,-38,14,1
169,Above the Break 3,Right Side Center(RC),27,192,197,1
170,Above the Break 3,Right Side Center(RC),25,128,219,0
171,In The Paint (Non-RA),Center(C),11,49,99,0
172,Restricted Area,Center(C),0,0,0,1
173,Restricted Area,Center(C),1,11,-2,1
174,Above the Break 3,Left Side Center(LC),26,-103,239,1
175,Above the Break 3,Center(C),25,67,251,0
176,Restricted Area,Center(C),0,0,0,0
177,Above the Break 3,Right Side Center(RC),26,155,210,1
178,In The Paint (Non-RA),Center(C),4,35,27,1
179,Mid-Range,Left Side(L),11,-117,0,1
180,Mid-Range,Center(C),14,14,148,0
181,Restricted Area,Center(C),2,25,4,1
182,In The Paint (Non-RA),Center(C),5,-8,55,0
183,Restricted Area,Center(C),0,0,0,0
184,Right Corner 3,Right Side(R),22,229,-2,0
185,Above the Break 3,Right Side Center(RC),25,103,231,0
186,Restricted Area,Center(C),2,11,23,1
187,In The Paint (Non-RA),Center(C),4,6,41,0
188,Restricted Area,Center(C),0,0,0,1
189,Restricted Area,Center(C),2,-19,23,1
190,Restricted Area,Center(C),0,0,0,1
191,Restricted Area,Center(C),0,0,0,1
192,In The Paint (Non-RA),Center(C),5,29,43,1
193,Above the Break 3,Center(C),25,-22,257,0
194,In The Paint (Non-RA),Center(C),4,-38,22,0
195,Above the Break 3,Right Side Center(RC),26,141,219,1
196,Above the Break 3,Right Side Center(RC),26,141,226,0
197,Above the Break 3,Center(C),25,7,252,1
198,Restricted Area,Center(C),0,2,3,0
199,Restricted Area,Center(C),0,-2,4,1
200,In The Paint (Non-RA),Center(C),4,-22,34,1
201,In The Paint (Non-RA),Center(C),14,-41,137,0
202,Restricted Area,Center(C),2,0,26,1
203,Above the Break 3,Center(C),26,2,267,0
204,Restricted Area,Center(C),2,-7,22,1
205,Restricted Area,Center(C),1,-8,8,1
206,Restricted Area,Center(C),2,-27,7,0
207,Restricted Area,Center(C),3,10,31,0
208,Above the Break 3,Left Side Center(LC),25,-128,225,0
209,Restricted Area,Center(C),0,0,0,1
210,Restricted Area,Center(C),3,-20,27,0
211,Restricted Area,Center(C),2,-18,21,0
212,Restricted Area,Center(C),3,-1,31,1
213,Restricted Area,Center(C),0,0,0,1
214,In The Paint (Non-RA),Center(C),6,-24,55,1
215,Restricted Area,Center(C),2,-4,26,0
216,Above the Break 3,Right Side Center(RC),25,82,245,0
217,Restricted Area,Center(C),0,0,0,0
218,In The Paint (Non-RA),Center(C),4,36,34,0
219,Restricted Area,Center(C),0,0,0,0
220,Restricted Area,Center(C),2,-11,22,0
221,Above the Break 3,Center(C),24,-48,245,0
222,Restricted Area,Center(C),0,3,4,0
223,Above the Break 3,Center(C),25,6,258,1
224,In The Paint (Non-RA),Center(C),7,-25,73,0
225,Restricted Area,Center(C),3,24,18,0
226,Above the Break 3,Center(C),25,-22,257,1
227,Restricted Area,Center(C),2,5,22,0
228,Restricted Area,Center(C),2,9,22,0
229,Left Corner 3,Left Side(L),22,-229,-10,1
230,In The Paint (Non-RA),Center(C),6,-18,58,0
231,Above the Break 3,Right Side Center(RC),25,117,227,0
232,In The Paint (Non-RA),Left Side(L),8,-71,38,1
233,Restricted Area,Center(C),3,-27,15,1
234,Restricted Area,Center(C),2,-29,6,0
235,Restricted Area,Center(C),3,-11,30,1
236,Above the Break 3,Center(C),25,36,256,0
237,Restricted Area,Center(C),1,5,10,1
238,Left Corner 3,Left Side(L),23,-239,12,0
239,Right Corner 3,Right Side(R),22,226,18,0
240,Restricted Area,Center(C),2,-24,4,1
241,In The Paint (Non-RA),Center(C),12,2,121,0
242,Restricted Area,Center(C),1,0,11,0
243,Restricted Area,Center(C),1,11,6,1
244,Restricted Area,Center(C),0,0,0,0
245,Mid-Range,Center(C),22,-42,221,0
246,Restricted Area,Center(C),2,-29,-2,1
247,Restricted Area,Center(C),3,33,8,1
248,Restricted Area,Center(C),2,25,13,0
249,Above the Break 3,Center(C),26,57,256,0
250,Restricted Area,Center(C),2,20,2,1
251,Above the Break 3,Right Side Center(RC),25,205,147,0
252,Above the Break 3,Right Side Center(RC),24,196,141,0
253,Restricted Area,Center(C),2,-13,18,1
254,In The Paint (Non-RA),Center(C),4,14,44,1
255,Left Corner 3,Left Side(L),22,-221,-32,0
256,Mid-Range,Left Side(L),19,-165,109,0
257,Mid-Range,Left Side(L),12,-123,15,1
258,Restricted Area,Center(C),1,11,11,0
259,Above the Break 3,Left Side Center(LC),26,-122,235,0
260,Restricted Area,Center(C),1,-3,14,0
261,Mid-Range,Left Side(L),20,-201,-5,1
262,Mid-Range,Right Side(R),12,90,89,1
263,Above the Break 3,Right Side Center(RC),26,103,241,0
264,Above the Break 3,Right Side Center(RC),24,106,223,0
265,In The Paint (Non-RA),Center(C),4,-41,4,0
266,Above the Break 3,Left Side Center(LC),25,-164,200,0
267,Restricted Area,Center(C),0,0,0,1
268,Mid-Range,Right Side(R),15,150,-11,1
269,Above the Break 3,Right Side Center(RC),25,153,208,1
270,Above the Break 3,Center(C),26,39,266,0
271,Restricted Area,Center(C),2,-11,21,0
272,Restricted Area,Center(C),2,1,25,1
273,Above the Break 3,Center(C),25,-77,243,1
274,Restricted Area,Center(C),2,-20,7,0
275,Restricted Area,Center(C),2,4,26,1
276,Restricted Area,Center(C),0,0,0,1
277,Restricted Area,Center(C),0,0,0,1
278,In The Paint (Non-RA),Center(C),6,49,43,1
279,In The Paint (Non-RA),Center(C),10,51,96,0
280,Mid-Range,Center(C),18,3,180,0
281,Above the Break 3,Center(C),25,-43,247,0
282,In The Paint (Non-RA),Center(C),5,-56,17,0
283,Restricted Area,Center(C),0,4,-3,1
284,Mid-Range,Right Side(R),13,133,-15,1
285,Mid-Range,Right Side(R),17,177,9,1
286,Above the Break 3,Left Side Center(LC),24,-78,236,0
287,Restricted Area,Center(C),0,3,1,1
288,Above the Break 3,Center(C),25,-22,259,1
289,Above the Break 3,Left Side Center(LC),25,-82,244,0
290,Restricted Area,Center(C),0,0,6,1
291,Restricted Area,Center(C),1,6,16,1
292,Above the Break 3,Left Side Center(LC),24,-122,214,1
293,Restricted Area,Center(C),1,-7,17,1
294,Left Corner 3,Left Side(L),23,-231,8,1
295,Above the Break 3,Left Side Center(LC),26,-125,237,1
296,Mid-Range,Right Side(R),21,195,99,0
297,Above the Break 3,Center(C),28,-9,281,1
298,In The Paint (Non-RA),Center(C),5,52,8,0
299,Above the Break 3,Left Side Center(LC),24,-210,126,0
300,Above the Break 3,Left Side Center(LC),25,-112,227,0
301,In The Paint (Non-RA),Center(C),5,0,50,0
302,Restricted Area,Center(C),0,0,0,1
303,In The Paint (Non-RA),Center(C),4,38,25,0
0,Restricted Area,Center(C),0,0,0,1
1,Mid-Range,Left Side Center(LC),20,-148,139,0
2,Mid-Range,Center(C),18,55,180,1
3,In The Paint (Non-RA),Center(C),8,16,85,1
4,Mid-Range,Center(C),17,51,165,1
5,In The Paint (Non-RA),Center(C),4,46,14,1
6,Above the Break 3,Left Side Center(LC),25,-218,137,0
7,Restricted Area,Center(C),0,0,0,1
8,Above the Break 3,Right Side Center(RC),25,209,153,1
9,In The Paint (Non-RA),Center(C),5,45,25,1
10,Restricted Area,Center(C),0,0,0,1
11,Restricted Area,Center(C),1,16,9,1
12,Mid-Range,Right Side Center(RC),17,94,143,0
13,Above the Break 3,Left Side Center(LC),25,-117,225,0
14,Restricted Area,Center(C),0,0,0,1
15,Restricted Area,Center(C),2,24,4,0
16,Above the Break 3,Center(C),25,70,244,1
17,Restricted Area,Center(C),2,22,0,0
18,Restricted Area,Center(C),0,0,0,1
19,Restricted Area,Center(C),1,-11,16,1
20,Above the Break 3,Right Side Center(RC),25,131,215,1
21,Restricted Area,Center(C),3,38,-5,0
22,Restricted Area,Center(C),3,35,0,0
23,Above the Break 3,Left Side Center(LC),25,-92,243,0
24,Above the Break 3,Left Side Center(LC),24,-141,206,0
25,Restricted Area,Center(C),2,-14,26,0
26,Above the Break 3,Left Side Center(LC),26,-182,190,0
27,Restricted Area,Center(C),1,9,8,0
28,Restricted Area,Center(C),2,11,21,0
29,Restricted Area,Center(C),2,20,19,1
30,Above the Break 3,Center(C),26,-76,256,1
31,Restricted Area,Center(C),2,17,22,1
32,Above the Break 3,Right Side Center(RC),25,107,236,0
33,Restricted Area,Center(C),2,-20,-7,0
34,Right Corner 3,Right Side(R),23,232,9,1
35,Restricted Area,Center(C),1,11,-1,1
36,Right Corner 3,Right Side(R),23,230,15,0
37,In The Paint (Non-RA),Center(C),7,13,72,1
38,Restricted Area,Center(C),3,18,27,0
39,Restricted Area,Center(C),2,-5,29,1
40,Left Corner 3,Left Side(L),23,-234,1,0
41,Restricted Area,Center(C),3,0,33,1
42,Restricted Area,Center(C),1,13,2,0
43,Right Corner 3,Right Side(R),23,232,-9,0
44,In The Paint (Non-RA),Center(C),6,62,6,1
45,Restricted Area,Center(C),0,0,0,1
46,Above the Break 3,Left Side Center(LC),25,-141,218,0
47,Above the Break 3,Left Side Center(LC),25,-177,188,0
48,Restricted Area,Center(C),1,-18,4,1
49,Above the Break 3,Left Side Center(LC),25,-125,226,1
50,In The Paint (Non-RA),Center(C),5,11,57,0
51,Above the Break 3,Left Side Center(LC),27,-92,254,0
52,Above the Break 3,Center(C),25,39,248,0
53,Restricted Area,Center(C),2,-27,10,1
54,Above the Break 3,Center(C),25,-11,251,1
55,Above the Break 3,Center(C),25,3,251,1
56,Restricted Area,Center(C),1,-8,11,0
57,Restricted Area,Center(C),1,14,8,1
58,Above the Break 3,Center(C),25,14,257,0
59,Restricted Area,Center(C),3,22,27,1
60,Above the Break 3,Left Side Center(LC),25,-214,142,1
61,Restricted Area,Center(C),1,-5,13,1
62,Restricted Area,Center(C),3,-3,38,1
63,Above the Break 3,Right Side Center(RC),25,139,214,0
64,Restricted Area,Center(C),0,0,0,1
65,Restricted Area,Center(C),1,13,6,1
66,Above the Break 3,Left Side Center(LC),25,-141,209,1
67,Restricted Area,Center(C),2,22,8,1
68,Restricted Area,Center(C),1,-9,8,1
69,Restricted Area,Center(C),0,1,5,1
70,Above the Break 3,Right Side Center(RC),26,131,234,1
71,Right Corner 3,Right Side(R),23,234,45,0
72,In The Paint (Non-RA),Center(C),5,16,55,1
73,Above the Break 3,Center(C),28,-35,284,1
74,Restricted Area,Center(C),3,20,23,0
75,In The Paint (Non-RA),Center(C),5,14,52,0
76,In The Paint (Non-RA),Center(C),6,32,58,0
77,Restricted Area,Center(C),0,0,0,1
78,Above the Break 3,Right Side Center(RC),24,208,137,1
79,Restricted Area,Center(C),1,-11,3,1
80,Above the Break 3,Right Side Center(RC),24,76,232,0
81,Restricted Area,Center(C),2,22,11,0
82,Above the Break 3,Left Side Center(LC),25,-124,219,1
83,Above the Break 3,Right Side Center(RC),27,197,185,1
84,Restricted Area,Center(C),1,9,9,1
85,Right Corner 3,Right Side(R),23,230,-1,0
86,Restricted Area,Center(C),2,25,4,0
87,Right Corner 3,Right Side(R),23,238,16,1
88,Above the Break 3,Right Side Center(RC),25,162,194,0
89,Right Corner 3,Right Side(R),23,232,34,1
90,Left Corner 3,Left Side(L),24,-232,68,1
91,Above the Break 3,Center(C),25,-18,252,1
92,Restricted Area,Center(C),2,14,16,1
93,Above the Break 3,Left Side Center(LC),25,-204,154,0
94,Restricted Area,Center(C),2,24,5,1
95,Above the Break 3,Left Side Center(LC),24,-198,143,0
96,In The Paint (Non-RA),Center(C),7,66,35,1
97,Restricted Area,Center(C),0,0,0,0
98,Restricted Area,Center(C),0,0,0,1
99,Restricted Area,Center(C),2,20,8,1
100,Restricted Area,Center(C),1,19,1,1
101,Restricted Area,Center(C),3,-36,-2,0
102,Mid-Range,Left Side(L),12,-90,92,1
103,Right Corner 3,Right Side(R),24,243,25,1
104,Right Corner 3,Right Side(R),23,233,-20,1
105,Above the Break 3,Right Side Center(RC),24,125,214,0
106,Restricted Area,Center(C),2,-11,22,1
107,Above the Break 3,Center(C),25,-3,257,0
108,Restricted Area,Center(C),2,14,15,1
109,Left Corner 3,Left Side(L),23,-236,-4,0
110,Restricted Area,Center(C),1,-9,9,1
111,Restricted Area,Center(C),3,13,34,1
112,Restricted Area,Center(C),2,6,26,0
113,Restricted Area,Center(C),0,0,0,1
114,Above the Break 3,Right Side Center(RC),26,133,232,1
115,Restricted Area,Center(C),0,0,0,1
116,Above the Break 3,Left Side Center(LC),26,-101,242,0
117,Restricted Area,Center(C),0,-3,-1,1
118,Above the Break 3,Right Side Center(RC),27,155,223,0
119,Restricted Area,Center(C),1,-2,18,1
120,Above the Break 3,Left Side Center(LC),25,-144,210,1
121,Above the Break 3,Right Side Center(RC),24,122,218,1
122,Mid-Range,Left Side Center(LC),19,-115,159,0
123,In The Paint (Non-RA),Center(C),5,51,5,1
124,Above the Break 3,Right Side Center(RC),25,119,231,1
125,Mid-Range,Right Side Center(RC),16,73,146,0
126,Above the Break 3,Left Side Center(LC),26,-92,245,0
127,Restricted Area,Center(C),1,14,9,0
128,Restricted Area,Center(C),3,22,22,0
129,Above the Break 3,Right Side Center(RC),27,115,251,1
130,Mid-Range,Right Side(R),10,105,32,0
131,Restricted Area,Center(C),3,2,30,1
132,Restricted Area,Center(C),1,-15,10,0
133,Restricted Area,Center(C),0,2,5,0
134,Restricted Area,Center(C),1,11,13,0
135,Restricted Area,Center(C),1,-6,15,0
136,Restricted Area,Center(C),0,0,0,1
137,Restricted Area,Center(C),0,0,0,1
138,Above the Break 3,Right Side Center(RC),26,206,163,1
139,Above the Break 3,Right Side Center(RC),27,180,209,0
140,Above the Break 3,Left Side Center(LC),27,-202,184,0
141,Restricted Area,Center(C),1,3,-13,1
142,Restricted Area,Center(C),1,-8,16,0
143,Above the Break 3,Left Side Center(LC),29,-174,232,1
144,Above the Break 3,Center(C),27,-84,263,0
145,Restricted Area,Center(C),1,-3,19,1
146,Restricted Area,Center(C),2,11,20,1
147,Restricted Area,Center(C),0,-3,4,0
148,Restricted Area,Center(C),0,0,0,0
149,Restricted Area,Center(C),1,0,19,0
150,Restricted Area,Center(C),0,9,4,0
151,Above the Break 3,Right Side Center(RC),26,149,220,0
152,Above the Break 3,Center(C),27,-55,270,0
153,Right Corner 3,Right Side(R),23,233,29,0
154,Above the Break 3,Center(C),26,-30,268,1
155,Left Corner 3,Left Side(L),24,-240,17,0
156,Above the Break 3,Center(C),27,-3,273,0
157,Above the Break 3,Left Side Center(LC),25,-143,209,0
158,Restricted Area,Center(C),3,-5,31,1
159,Restricted Area,Center(C),1,11,9,0
160,Above the Break 3,Right Side Center(RC),25,106,237,0
161,Above the Break 3,Center(C),26,1,260,1
162,In The Paint (Non-RA),Center(C),6,-8,67,0
163,Above the Break 3,Center(C),25,58,253,1
164,Above the Break 3,Left Side Center(LC),25,-155,205,0
165,In The Paint (Non-RA),Center(C),5,53,18,0
166,Restricted Area,Center(C),1,8,11,1
167,In The Paint (Non-RA),Center(C),4,35,26,0
168,Restricted Area,Center(C),2,3,20,1
169,Restricted Area,Center(C),1,11,11,0
170,Restricted Area,Center(C),1,9,11,0
171,Restricted Area,Center(C),0,-5,-1,1
172,Above the Break 3,Right Side Center(RC),25,122,225,0
173,Restricted Area,Center(C),1,13,10,1
174,Right Corner 3,Right Side(R),24,232,71,0
175,Above the Break 3,Center(C),25,-75,240,1
176,Above the Break 3,Left Side Center(LC),25,-193,172,0
177,In The Paint (Non-RA),Center(C),7,20,76,0
178,Above the Break 3,Left Side Center(LC),26,-158,209,0
179,Above the Break 3,Right Side Center(RC),25,127,226,1
180,In The Paint (Non-RA),Center(C),4,-5,40,0
181,Restricted Area,Center(C),0,1,9,1
182,In The Paint (Non-RA),Center(C),5,20,48,0
183,Restricted Area,Center(C),1,-2,-12,1
184,Restricted Area,Center(C),0,2,0,1
185,Restricted Area,Center(C),1,2,19,1
186,Restricted Area,Center(C),1,7,17,1
187,Restricted Area,Center(C),0,7,1,0
188,Above the Break 3,Left Side Center(LC),25,-146,204,1
189,Restricted Area,Center(C),3,24,26,0
190,Above the Break 3,Center(C),24,-13,243,0
191,Restricted Area,Center(C),1,17,8,0
192,Restricted Area,Center(C),1,-8,13,1
193,Restricted Area,Center(C),0,0,0,1
194,Restricted Area,Center(C),2,-6,28,0
195,Restricted Area,Center(C),3,0,32,1
196,Above the Break 3,Center(C),26,-58,256,1
197,In The Paint (Non-RA),Center(C),9,9,90,1
198,Restricted Area,Center(C),0,-3,0,1
199,Above the Break 3,Center(C),25,-45,247,0
200,Restricted Area,Center(C),1,2,12,1
201,Restricted Area,Center(C),0,2,5,0
202,Restricted Area,Center(C),0,0,2,1
203,Above the Break 3,Right Side Center(RC),25,105,237,1
204,Above the Break 3,Left Side Center(LC),25,-104,237,0
205,Restricted Area,Center(C),0,-7,4,1
206,Restricted Area,Center(C),0,0,0,1
207,Restricted Area,Center(C),0,0,0,1
208,Restricted Area,Center(C),1,-3,12,1
209,In The Paint (Non-RA),Center(C),6,-2,68,0
210,Restricted Area,Center(C),0,0,0,0
211,Restricted Area,Center(C),0,0,0,1
212,Above the Break 3,Left Side Center(LC),25,-90,242,0
213,Above the Break 3,Left Side Center(LC),25,-142,215,1
214,Above the Break 3,Left Side Center(LC),25,-115,232,0
215,Restricted Area,Center(C),1,10,0,0
216,Above the Break 3,Left Side Center(LC),24,-163,187,0
217,Right Corner 3,Right Side(R),23,230,66,1
218,Above the Break 3,Right Side Center(RC),25,119,227,0
219,Restricted Area,Center(C),1,-13,9,1
220,Above the Break 3,Right Side Center(RC),25,186,174,1
221,Above the Break 3,Left Side Center(LC),28,-147,242,0
222,Restricted Area,Center(C),2,-2,21,0
223,Restricted Area,Center(C),3,25,30,1
224,Restricted Area,Center(C),1,-8,17,1
225,In The Paint (Non-RA),Center(C),9,-33,87,0
226,Mid-Range,Right Side(R),11,98,63,1
227,Restricted Area,Center(C),1,2,16,1
228,Restricted Area,Center(C),1,-2,11,0
229,In The Paint (Non-RA),Center(C),7,-9,70,0
230,Restricted Area,Center(C),1,7,14,1
231,Restricted Area,Center(C),2,22,14,1
232,Above the Break 3,Left Side Center(LC),26,-134,227,0
233,In The Paint (Non-RA),Center(C),4,-25,41,0
234,Above the Break 3,Center(C),26,58,262,0
235,Above the Break 3,Center(C),27,30,269,1
236,In The Paint (Non-RA),Center(C),4,21,36,0
237,Above the Break 3,Left Side Center(LC),29,-92,278,1
238,Restricted Area,Center(C),1,4,13,1
239,Restricted Area,Center(C),1,-14,2,0
240,Restricted Area,Center(C),0,0,0,0
241,Restricted Area,Center(C),0,0,0,1
242,Above the Break 3,Left Side Center(LC),25,-150,205,0
243,Above the Break 3,Right Side Center(RC),26,90,247,0
244,Above the Break 3,Center(C),25,53,248,0
245,Above the Break 3,Left Side Center(LC),26,-147,223,1
