,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
101,In The Paint (Non-RA),Center(C),4,-25,37,1
102,Above the Break 3,Left Side Center(LC),27,-149,231,0
103,Restricted Area,Center(C),2,-20,12,0
104,Restricted Area,Center(C),3,22,27,1
105,Right Corner 3,Right Side(R),23,236,34,0
106,Above the Break 3,Right Side Center(RC),26,136,223,1
107,Mid-Range,Right Side Center(RC),17,108,138,0
108,Restricted Area,Center(C),0,-3,8,1
109,Above the Break 3,Left Side Center(LC),25,-178,182,1
110,Restricted Area,Center(C),1,9,10,1
111,Mid-Range,Right Side Center(RC),22,160,160,0
112,Above the Break 3,Right Side Center(RC),33,112,316,1
113,Right Corner 3,Right Side(R),22,226,38,0
114,Above the Break 3,Left Side Center(LC),25,-136,220,0
115,In The Paint (Non-RA),Center(C),5,-5,53,0
116,Left Corner 3,Left Side(L),22,-225,26,0
117,In The Paint (Non-RA),Center(C),5,32,41,0
118,Above the Break 3,Left Side Center(LC),27,-196,190,0
119,Restricted Area,Center(C),3,-30,26,0
120,In The Paint (Non-RA),Center(C),13,24,136,0
121,Above the Break 3,Center(C),30,78,294,1
122,Above the Break 3,Right Side Center(RC),27,90,258,0
123,Restricted Area,Center(C),3,10,37,1
124,Restricted Area,Center(C),2,9,18,1
125,Above the Break 3,Left Side Center(LC),25,-91,239,0
126,Restricted Area,Center(C),3,30,16,0
127,Above the Break 3,Left Side Center(LC),26,-157,210,0
128,Restricted Area,Center(C),3,32,16,1
129,Restricted Area,Center(C),2,-13,24,0
130,Restricted Area,Center(C),0,0,4,1
131,Restricted Area,Center(C),3,-29,8,0
132,In The Paint (Non-RA),Center(C),4,12,46,0
133,Restricted Area,Center(C),2,14,16,1
134,Mid-Range,Center(C),18,-33,177,0
135,Restricted Area,Center(C),1,16,11,0
136,In The Paint (Non-RA),Center(C),4,-30,30,0
137,Above the Break 3,Left Side Center(LC),28,-160,239,0
138,Restricted Area,Center(C),1,1,11,1
139,Above the Break 3,Right Side Center(RC),26,201,171,1
140,Above the Break 3,Left Side Center(LC),26,-93,245,0
141,Restricted Area,Center(C),1,2,13,1
142,Restricted Area,Center(C),1,3,15,1
143,Restricted Area,Center(C),1,2,17,1
144,Restricted Area,Center(C),1,11,16,0
145,Left Corner 3,Left Side(L),22,-227,15,0
146,In The Paint (Non-RA),Center(C),6,51,36,0
147,Above the Break 3,Center(C),25,37,256,1
148,Restricted Area,Center(C),0,4,4,1
149,Above the Break 3,Center(C),25,52,252,1
150,Restricted Area,Center(C),0,6,4,0
151,Left Corner 3,Left Side(L),23,-231,31,1
152,Restricted Area,Center(C),1,-12,0,1
153,Restricted Area,Center(C),0,-8,-1,0
154,Restricted Area,Center(C),3,24,26,0
155,Above the Break 3,Center(C),27,-41,271,0
156,Restricted Area,Center(C),2,18,16,1
157,In The Paint (Non-RA),Center(C),11,27,111,0
158,Above the Break 3,Left Side Center(LC),25,-217,132,1
159,Above the Break 3,Center(C),27,-68,267,1
160,Above the Break 3,Center(C),26,-6,262,1
161,Above the Break 3,Right Side Center(RC),25,202,159,0
162,Above the Break 3,Right Side Center(RC),24,209,128,0
163,Restricted Area,Center(C),1,4,17,1
164,Restricted Area,Center(C),3,35,18,0
165,Above the Break 3,Right Side Center(RC),25,133,220,0
166,Restricted Area,Center(C),0,5,5,1
167,Above the Break 3,Center(C),28,57,278,0
168,Above the Break 3,Right Side Center(RC),26,183,195,0
169,Restricted Area,Center(C),1,8,16,1
170,Above the Break 3,Left Side Center(LC),26,-181,197,1
171,Above the Break 3,Left Side Center(LC),27,-157,227,0
172,Above the Break 3,Center(C),26,42,259,0
173,Restricted Area,Center(C),0,-3,-3,1
174,Above the Break 3,Center(C),26,32,259,0
175,In The Paint (Non-RA),Center(C),6,41,50,0
176,Backcourt,Back Court(BC),52,-46,519,0
177,Restricted Area,Center(C),1,14,2,0
178,In The Paint (Non-RA),Center(C),4,11,46,0
179,Above the Break 3,Right Side Center(RC),25,193,162,1
180,Right Corner 3,Right Side(R),23,237,8,1
181,Restricted Area,Center(C),1,-2,11,0
182,Above the Break 3,Right Side Center(RC),28,168,230,0
183,Restricted Area,Center(C),1,-10,8,0
184,Restricted Area,Center(C),1,19,4,1
185,Above the Break 3,Center(C),25,68,241,0
186,Above the Break 3,Right Side Center(RC),24,125,212,0
187,Restricted Area,Center(C),2,-23,6,0
188,Restricted Area,Center(C),1,11,1,1
189,Above the Break 3,Center(C),24,-12,244,1
190,Restricted Area,Center(C),1,11,-3,0
191,Restricted Area,Center(C),1,11,5,1
192,Above the Break 3,Center(C),26,52,264,0
193,Restricted Area,Center(C),0,2,8,1
194,Restricted Area,Center(C),2,5,26,1
195,In The Paint (Non-RA),Center(C),4,34,25,1
196,In The Paint (Non-RA),Center(C),12,-46,115,0
197,In The Paint (Non-RA),Center(C),10,29,98,0
198,Above the Break 3,Right Side Center(RC),25,89,239,0
199,Restricted Area,Center(C),2,19,21,1
200,Restricted Area,Center(C),3,22,21,0
201,Restricted Area,Center(C),1,11,15,1
202,Restricted Area,Center(C),2,20,19,1
203,Above the Break 3,Right Side Center(RC),26,117,234,0
204,Restricted Area,Center(C),1,6,16,1
205,Above the Break 3,Right Side Center(RC),26,112,237,1
206,Left Corner 3,Left Side(L),23,-230,62,0
207,Restricted Area,Center(C),2,-3,20,0
208,Above the Break 3,Center(C),25,47,250,0
209,In The Paint (Non-RA),Center(C),6,-10,67,1
210,Restricted Area,Center(C),1,0,14,1
211,Above the Break 3,Center(C),25,-62,251,0
212,Restricted Area,Center(C),2,-13,25,1
213,Restricted Area,Center(C),2,-6,25,0
214,Left Corner 3,Left Side(L),23,-231,-1,0
215,Restricted Area,Center(C),2,3,27,0
216,Above the Break 3,Right Side Center(RC),25,180,178,0
217,Restricted Area,Center(C),1,8,16,0
218,Left Corner 3,Left Side(L),22,-229,5,0
219,Above the Break 3,Left Side Center(LC),29,-176,233,1
220,Restricted Area,Center(C),2,-6,20,0
221,Restricted Area,Center(C),1,-3,17,0
222,Restricted Area,Center(C),2,-2,20,0
223,Restricted Area,Center(C),1,-1,15,1
224,Restricted Area,Center(C),3,32,11,0
225,Above the Break 3,Right Side Center(RC),27,180,210,1
226,Above the Break 3,Center(C),27,84,264,1
227,Restricted Area,Center(C),1,5,16,1
228,Restricted Area,Center(C),2,12,16,1
229,Restricted Area,Center(C),2,22,14,0
230,Above the Break 3,Right Side Center(RC),27,201,185,0
231,Restricted Area,Center(C),0,-6,4,1
232,Mid-Range,Center(C),17,-52,167,1
233,Above the Break 3,Center(C),29,-65,285,0
234,Mid-Range,Right Side Center(RC),20,107,174,1
235,Restricted Area,Center(C),0,4,6,1
236,Above the Break 3,Left Side Center(LC),26,-101,247,0
237,Above the Break 3,Right Side Center(RC),25,116,228,1
238,In The Paint (Non-RA),Center(C),7,-5,71,0
239,Above the Break 3,Center(C),24,30,246,1
240,Restricted Area,Center(C),1,-14,10,1
241,Restricted Area,Center(C),1,18,1,1
242,Above the Break 3,Right Side Center(RC),24,231,89,0
243,Above the Break 3,Center(C),25,52,246,0
244,Above the Break 3,Right Side Center(RC),23,204,123,1
245,Above the Break 3,Left Side Center(LC),24,-184,164,0
246,Restricted Area,Center(C),2,22,19,1
247,Restricted Area,Center(C),3,22,26,0
248,Above the Break 3,Left Side Center(LC),25,-226,111,0
249,In The Paint (Non-RA),Center(C),4,-6,49,0
250,Above the Break 3,Center(C),25,25,257,0
251,Restricted Area,Center(C),1,-2,13,1
252,In The Paint (Non-RA),Center(C),8,-6,83,0
253,Restricted Area,Center(C),3,24,22,0
254,Left Corner 3,Left Side(L),22,-228,27,0
255,In The Paint (Non-RA),Center(C),10,-1,102,0
256,Above the Break 3,Center(C),25,57,248,0
257,Above the Break 3,Left Side Center(LC),27,-166,218,1
258,Restricted Area,Center(C),2,13,22,0
259,Above the Break 3,Left Side Center(LC),25,-198,168,1
260,Above the Break 3,Left Side Center(LC),27,-109,254,1
261,Above the Break 3,Left Side Center(LC),28,-116,265,0
262,Above the Break 3,Right Side Center(RC),28,145,243,0
263,Above the Break 3,Center(C),28,7,285,1
264,Restricted Area,Center(C),1,11,5,1
265,Above the Break 3,Right Side Center(RC),25,217,127,0
266,Above the Break 3,Right Side Center(RC),25,139,213,1
267,Restricted Area,Center(C),2,-11,20,0
268,Mid-Range,Center(C),19,-18,193,0
269,Restricted Area,Center(C),2,28,9,0
270,Above the Break 3,Center(C),27,-65,269,1
271,Above the Break 3,Left Side Center(LC),26,-215,155,1
272,Above the Break 3,Right Side Center(RC),26,100,247,1
273,Restricted Area,Center(C),1,-8,10,1
274,Left Corner 3,Left Side(L),24,-242,-14,1
275,Above the Break 3,Left Side Center(LC),26,-190,181,1
276,Above the Break 3,Center(C),29,52,288,0
277,Above the Break 3,Center(C),27,81,263,0
278,Left Corner 3,Left Side(L),23,-237,-9,1
279,Left Corner 3,Left Side(L),23,-235,27,1
280,Mid-Range,Left Side Center(LC),21,-84,196,0
281,Restricted Area,Center(C),1,-17,-6,0
282,Above the Break 3,Right Side Center(RC),24,207,138,0
283,Restricted Area,Center(C),1,10,13,1
284,Above the Break 3,Right Side Center(RC),28,97,268,0
285,Restricted Area,Center(C),2,-22,0,0
286,Restricted Area,Center(C),1,18,0,0
287,Above the Break 3,Right Side Center(RC),26,148,215,0
288,Above the Break 3,Center(C),27,2,273,1
289,Restricted Area,Center(C),2,-22,13,1
290,Above the Break 3,Right Side Center(RC),27,136,234,0
291,Above the Break 3,Left Side Center(LC),26,-173,200,0
292,Restricted Area,Center(C),1,-6,15,0
293,Above the Break 3,Center(C),28,-63,279,0
294,Above the Break 3,Center(C),25,42,256,1
295,Above the Break 3,Right Side Center(RC),26,89,246,0
296,Above the Break 3,Right Side Center(RC),26,206,164,1
297,Above the Break 3,Right Side Center(RC),25,176,191,0
298,In The Paint (Non-RA),Center(C),4,-45,18,1
299,Restricted Area,Center(C),0,1,8,1
300,Above the Break 3,Left Side Center(LC),24,-215,122,1
301,Restricted Area,Center(C),0,-8,-1,1
302,Mid-Range,Right Side(R),20,171,109,0
303,Restricted Area,Center(C),0,7,-1,1
304,Above the Break 3,Center(C),28,78,274,0
305,Restricted Area,Center(C),3,11,37,0
306,Right Corner 3,Right Side(R),24,231,78,0
307,Above the Break 3,Center(C),26,-3,265,0
308,Mid-Range,Right Side Center(RC),18,86,165,1
309,Restricted Area,Center(C),1,13,5,0
310,Restricted Area,Center(C),2,22,7,0
311,Restricted Area,Center(C),2,-20,13,0
312,Above the Break 3,Center(C),26,-30,262,1
313,Above the Break 3,Center(C),24,11,246,0
314,Restricted Area,Center(C),1,-17,8,1
315,Restricted Area,Center(C),1,15,2,1
316,In The Paint (Non-RA),Center(C),12,51,116,0
317,Left Corner 3,Left Side(L),23,-229,43,0
318,In The Paint (Non-RA),Left Side(L),8,-79,29,0
319,Restricted Area,Center(C),2,-14,19,1
320,Restricted Area,Center(C),1,-11,15,0
321,Mid-Range,Right Side(R),9,98,17,0
322,Restricted Area,Center(C),2,18,17,1
323,Above the Break 3,Center(C),25,55,246,0
324,Restricted Area,Center(C),1,-2,10,0
325,Restricted Area,Center(C),1,-6,15,0
326,Mid-Range,Right Side Center(RC),19,67,184,0
327,Above the Break 3,Right Side Center(RC),24,167,180,0
328,Above the Break 3,Left Side Center(LC),24,-179,172,0
329,Right Corner 3,Right Side(R),22,226,11,0
330,In The Paint (Non-RA),Center(C),10,-14,106,0
331,Restricted Area,Center(C),0,5,4,1
332,Above the Break 3,Center(C),32,-2,322,0
333,Above the Break 3,Right Side Center(RC),24,156,189,0
334,Above the Break 3,Right Side Center(RC),24,146,197,1
335,In The Paint (Non-RA),Center(C),8,17,80,0
336,Restricted Area,Center(C),1,-4,16,0
337,Above the Break 3,Right Side Center(RC),25,229,111,0
338,Restricted Area,Center(C),1,-8,16,0
339,Above the Break 3,Right Side Center(RC),25,134,215,0
340,Above the Break 3,Left Side Center(LC),24,-160,184,0
341,Above the Break 3,Center(C),24,52,242,0
342,Restricted Area,Center(C),1,-10,-5,1
343,Right Corner 3,Right Side(R),22,221,16,0
344,Restricted Area,Center(C),2,24,17,0
345,Left Corner 3,Left Side(L),22,-221,11,0
346,Restricted Area,Center(C),2,19,16,1
347,Restricted Area,Center(C),1,13,13,1
348,Restricted Area,Center(C),2,22,10,1
349,Restricted Area,Center(C),3,25,25,1
350,Mid-Range,Center(C),22,-25,222,0
351,Mid-Range,Center(C),15,-25,155,0
352,Above the Break 3,Left Side Center(LC),26,-163,205,1
353,Above the Break 3,Center(C),26,65,257,0
354,In The Paint (Non-RA),Center(C),10,-2,102,1
355,Restricted Area,Center(C),3,29,15,1
356,Above the Break 3,Left Side Center(LC),27,-149,237,0
357,Mid-Range,Left Side Center(LC),19,-97,168,0
358,Above the Break 3,Left Side Center(LC),26,-111,240,0
359,Restricted Area,Center(C),1,-13,14,0
360,Restricted Area,Center(C),2,19,16,1
361,Restricted Area,Center(C),2,22,3,1
362,Mid-Range,Center(C),14,3,143,1
363,Restricted Area,Center(C),2,8,26,1
364,Restricted Area,Center(C),2,-19,11,1
365,In The Paint (Non-RA),Center(C),7,54,59,0
366,Restricted Area,Center(C),0,4,-6,0
367,Above the Break 3,Right Side Center(RC),24,166,186,1
368,Restricted Area,Center(C),0,6,-1,1
369,Mid-Range,Left Side Center(LC),18,-127,138,0
370,Restricted Area,Center(C),3,-28,12,1
371,Above the Break 3,Center(C),26,75,254,0
372,Restricted Area,Center(C),2,20,0,0
373,In The Paint (Non-RA),Center(C),6,-2,65,1
374,Above the Break 3,Left Side Center(LC),28,-165,228,1
375,Mid-Range,Left Side(L),9,-94,6,0
376,Restricted Area,Center(C),0,-7,1,1
377,Above the Break 3,Center(C),29,-36,288,0
378,Mid-Range,Left Side(L),18,-185,22,0
379,In The Paint (Non-RA),Center(C),4,-46,-1,0
380,Above the Break 3,Right Side Center(RC),30,168,253,1
381,In The Paint (Non-RA),Center(C),4,-33,32,0
382,In The Paint (Non-RA),Center(C),4,43,20,0
383,Above the Break 3,Left Side Center(LC),25,-81,247,0
384,Restricted Area,Center(C),3,16,34,0
385,In The Paint (Non-RA),Center(C),4,-32,25,0
386,Above the Break 3,Right Side Center(RC),26,90,252,0
387,Restricted Area,Center(C),3,20,26,0
388,Above the Break 3,Right Side Center(RC),25,219,138,1
389,Restricted Area,Center(C),2,29,6,0
390,Above the Break 3,Right Side Center(RC),26,220,148,0
391,Above the Break 3,Right Side Center(RC),24,89,231,1
392,Above the Break 3,Center(C),25,0,256,0
393,Above the Break 3,Center(C),25,-56,251,1
394,Above the Break 3,Left Side Center(LC),29,-131,260,0
395,Restricted Area,Center(C),3,-28,12,1
396,Restricted Area,Center(C),2,3,26,0
397,Mid-Range,Right Side Center(RC),17,116,127,0
398,In The Paint (Non-RA),Center(C),5,32,41,1
399,Mid-Range,Right Side Center(RC),18,76,174,0
400,Restricted Area,Center(C),2,-28,10,0
401,Above the Break 3,Left Side Center(LC),27,-110,257,1
402,Left Corner 3,Left Side(L),23,-230,13,1
403,Restricted Area,Center(C),1,-11,11,1
404,Above the Break 3,Center(C),28,-46,277,0
405,In The Paint (Non-RA),Center(C),5,16,53,0
406,Above the Break 3,Center(C),27,84,267,1
407,Mid-Range,Center(C),14,-8,141,0
408,Above the Break 3,Left Side Center(LC),25,-168,198,1
409,Restricted Area,Center(C),0,-9,0,1
410,Above the Break 3,Center(C),25,0,257,0
411,Restricted Area,Center(C),1,14,8,0
412,Restricted Area,Center(C),2,-26,8,0
413,Above the Break 3,Center(C),25,-62,248,0
414,Above the Break 3,Center(C),27,-31,271,0
415,Above the Break 3,Left Side Center(LC),25,-192,172,0
416,Above the Break 3,Center(C),28,-63,281,1
417,In The Paint (Non-RA),Center(C),12,-38,119,0
418,Above the Break 3,Right Side Center(RC),26,109,237,0
419,Restricted Area,Center(C),1,14,10,0
420,Right Corner 3,Right Side(R),24,234,79,1
421,Above the Break 3,Left Side Center(LC),26,-190,187,1
422,Above the Break 3,Left Side Center(LC),25,-175,190,0
423,Restricted Area,Center(C),1,16,2,1
424,Restricted Area,Center(C),1,11,4,0
425,Right Corner 3,Right Side(R),22,228,13,0
426,Above the Break 3,Left Side Center(LC),27,-109,251,0
427,Mid-Range,Left Side(L),9,-81,55,0
428,Restricted Area,Center(C),1,10,2,0
429,Restricted Area,Center(C),1,-2,17,0
430,Restricted Area,Center(C),2,14,26,0
431,Restricted Area,Center(C),1,-9,5,1
432,Left Corner 3,Left Side(L),23,-235,43,1
433,Restricted Area,Center(C),1,5,11,1
434,Above the Break 3,Left Side Center(LC),26,-139,227,0
435,Above the Break 3,Center(C),28,-11,281,0
436,Left Corner 3,Left Side(L),23,-230,37,0
437,Above the Break 3,Right Side Center(RC),27,183,199,0
438,Above the Break 3,Right Side Center(RC),25,117,231,0
439,Above the Break 3,Left Side Center(LC),24,-212,131,0
440,Left Corner 3,Left Side(L),22,-227,14,0
441,Above the Break 3,Right Side Center(RC),26,157,215,0
442,Above the Break 3,Left Side Center(LC),26,-162,210,0
443,Mid-Range,Left Side(L),19,-188,38,0
444,Above the Break 3,Center(C),25,-3,257,0
445,Mid-Range,Center(C),18,41,178,1
446,Restricted Area,Center(C),1,5,10,0
447,Above the Break 3,Right Side Center(RC),26,117,240,1
448,Mid-Range,Left Side Center(LC),21,-157,153,0
449,Restricted Area,Center(C),3,29,25,0
450,Restricted Area,Center(C),2,-22,16,0
451,In The Paint (Non-RA),Center(C),13,55,122,1
452,Restricted Area,Center(C),1,5,10,0
453,Above the Break 3,Right Side Center(RC),24,214,126,0
454,Mid-Range,Center(C),20,-6,201,1
455,Above the Break 3,Center(C),25,-54,251,0
456,Restricted Area,Center(C),1,-5,11,1
457,Above the Break 3,Center(C),24,-36,246,1
458,Restricted Area,Center(C),0,4,8,1
459,Above the Break 3,Left Side Center(LC),25,-120,225,1
460,Above the Break 3,Left Side Center(LC),24,-123,217,0
461,Above the Break 3,Left Side Center(LC),25,-169,190,1
462,In The Paint (Non-RA),Center(C),9,-20,94,1
463,Above the Break 3,Right Side Center(RC),25,103,237,1
464,Restricted Area,Center(C),1,-6,13,1
465,Left Corner 3,Left Side(L),23,-232,34,1
466,Restricted Area,Center(C),1,0,11,1
467,In The Paint (Non-RA),Center(C),5,-54,15,0
468,Restricted Area,Center(C),2,9,18,0
469,Above the Break 3,Left Side Center(LC),25,-128,221,1
470,Above the Break 3,Center(C),25,79,244,1
471,Left Corner 3,Left Side(L),22,-228,-6,1
472,Above the Break 3,Right Side Center(RC),26,104,247,0
473,Restricted Area,Center(C),2,16,19,0
474,Above the Break 3,Center(C),25,-63,248,1
475,Mid-Range,Right Side Center(RC),19,121,156,1
476,Right Corner 3,Right Side(R),24,235,73,1
477,Above the Break 3,Left Side Center(LC),24,-223,106,1
478,Restricted Area,Center(C),0,2,4,1
479,Restricted Area,Center(C),0,-2,3,0
480,Restricted Area,Center(C),1,8,10,1
481,Above the Break 3,Center(C),25,35,250,0
482,Mid-Range,Right Side Center(RC),19,115,158,0
483,Above the Break 3,Right Side Center(RC),25,143,216,0
484,Above the Break 3,Left Side Center(LC),25,-154,201,1
485,Restricted Area,Center(C),2,0,20,1
486,Above the Break 3,Center(C),26,2,266,0
487,Mid-Range,Right Side Center(RC),18,108,155,0
488,In The Paint (Non-RA),Left Side(L),8,-74,46,0
489,Restricted Area,Center(C),1,-2,12,0
490,In The Paint (Non-RA),Center(C),13,65,121,1
491,Restricted Area,Center(C),1,-12,2,0
492,Mid-Range,Left Side Center(LC),19,-95,175,0
493,Restricted Area,Center(C),2,24,13,1
494,Restricted Area,Center(C),2,4,28,1
495,Above the Break 3,Center(C),26,-56,260,1
496,Restricted Area,Center(C),2,13,22,0
497,Restricted Area,Center(C),0,5,1,0
498,Restricted Area,Center(C),2,-27,5,0
499,Restricted Area,Center(C),1,-2,11,0
500,Above the Break 3,Left Side Center(LC),27,-151,225,1
501,Above the Break 3,Left Side Center(LC),28,-124,256,1
502,Mid-Range,Right Side Center(RC),22,172,145,0
503,Above the Break 3,Center(C),26,-31,260,0
504,Above the Break 3,Right Side Center(RC),24,219,119,1
505,Restricted Area,Center(C),3,32,15,0
506,Above the Break 3,Right Side Center(RC),30,161,256,1
507,Above the Break 3,Left Side Center(LC),27,-89,263,1
508,Above the Break 3,Left Side Center(LC),25,-180,184,0
509,Restricted Area,Center(C),2,17,11,1
510,Restricted Area,Center(C),0,3,8,0
511,Above the Break 3,Right Side Center(RC),25,149,205,0
512,Mid-Range,Left Side Center(LC),18,-98,157,1
513,Above the Break 3,Center(C),25,2,256,1
514,Above the Break 3,Right Side Center(RC),24,146,201,1
515,Above the Break 3,Right Side Center(RC),24,203,139,0
516,Above the Break 3,Left Side Center(LC),28,-125,253,0
517,Mid-Range,Left Side(L),14,-99,107,1
518,Above the Break 3,Center(C),25,-50,252,1
519,Restricted Area,Center(C),1,-16,7,0
520,Above the Break 3,Left Side Center(LC),24,-180,172,1
521,Left Corner 3,Left Side(L),23,-231,56,0
522,Above the Break 3,Left Side Center(LC),26,-177,194,1
523,Above the Break 3,Right Side Center(RC),29,197,213,0
524,Above the Break 3,Back Court(BC),41,-127,399,0
525,Restricted Area,Center(C),1,11,5,0
526,Restricted Area,Center(C),1,11,13,0
527,In The Paint (Non-RA),Center(C),4,16,37,0
528,Restricted Area,Center(C),2,-22,0,1
529,Restricted Area,Center(C),2,-22,12,0
530,Above the Break 3,Left Side Center(LC),26,-190,183,0
531,Above the Break 3,Left Side Center(LC),27,-190,205,0
532,Above the Break 3,Left Side Center(LC),24,-169,183,0
533,Above the Break 3,Left Side Center(LC),25,-180,184,1
534,Above the Break 3,Center(C),27,-41,268,0
535,Mid-Range,Right Side(R),13,124,63,1
536,Left Corner 3,Left Side(L),23,-232,44,0
537,Left Corner 3,Left Side(L),24,-232,85,0
538,Restricted Area,Center(C),0,6,-1,1
539,Above the Break 3,Right Side Center(RC),25,178,188,0
540,Restricted Area,Center(C),0,-3,0,1
541,Mid-Range,Right Side(R),16,161,32,0
542,Restricted Area,Center(C),1,16,-1,0
543,In The Paint (Non-RA),Center(C),4,37,31,0
544,Restricted Area,Center(C),2,-26,8,0
545,Above the Break 3,Center(C),27,49,266,1
546,Above the Break 3,Right Side Center(RC),28,180,222,1
547,Right Corner 3,Right Side(R),24,235,74,0
548,Above the Break 3,Center(C),25,-58,251,1
549,Mid-Range,Right Side Center(RC),23,155,173,1
550,Restricted Area,Center(C),0,2,6,1
