,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
148,Restricted Area,Center(C),0,2,-3,1
149,Above the Break 3,Right Side Center(RC),26,158,212,0
150,Left Corner 3,Left Side(L),23,-231,1,0
151,Restricted Area,Center(C),0,-8,-3,1
152,Restricted Area,Center(C),1,12,14,1
153,Restricted Area,Center(C),1,-18,0,1
154,Right Corner 3,Right Side(R),23,233,21,0
155,Right Corner 3,Right Side(R),23,232,0,1
156,Restricted Area,Center(C),0,6,1,1
157,Above the Break 3,Left Side Center(LC),27,-190,195,0
158,Above the Break 3,Right Side Center(RC),25,118,227,0
159,Restricted Area,Center(C),2,-23,6,0
160,Left Corner 3,Left Side(L),23,-231,17,0
161,Restricted Area,Center(C),1,16,0,1
162,Left Corner 3,Left Side(L),22,-227,-5,0
163,Restricted Area,Center(C),2,1,22,1
164,Right Corner 3,Right Side(R),23,228,43,0
165,Above the Break 3,Center(C),24,-66,241,1
166,Restricted Area,Center(C),2,-8,25,0
167,Restricted Area,Center(C),2,6,29,1
168,Right Corner 3,Right Side(R),23,231,53,0
169,Left Corner 3,Left Side(L),24,-240,-16,1
170,Restricted Area,Center(C),1,-1,16,1
171,Mid-Range,Left Side Center(LC),17,-134,113,0
172,Above the Break 3,Center(C),24,-39,246,0
173,Restricted Area,Center(C),0,0,-6,1
174,In The Paint (Non-RA),Center(C),6,-24,55,0
175,In The Paint (Non-RA),Center(C),4,-44,23,1
176,Restricted Area,Center(C),0,3,0,0
177,Restricted Area,Center(C),0,0,6,1
178,Restricted Area,Center(C),0,8,3,1
179,Above the Break 3,Right Side Center(RC),24,117,215,0
180,Restricted Area,Center(C),2,-22,18,0
181,Right Corner 3,Right Side(R),23,232,-29,0
182,Restricted Area,Center(C),1,-8,15,1
183,Restricted Area,Center(C),1,11,9,0
184,Restricted Area,Center(C),0,9,0,1
185,Restricted Area,Center(C),0,0,-6,1
186,Restricted Area,Center(C),1,6,10,1
187,Restricted Area,Center(C),1,6,16,0
188,Restricted Area,Center(C),0,-5,7,1
189,Restricted Area,Center(C),0,-9,-1,1
190,Above the Break 3,Left Side Center(LC),26,-128,236,1
191,In The Paint (Non-RA),Center(C),11,-8,116,0
192,Restricted Area,Center(C),0,0,-6,1
193,Right Corner 3,Right Side(R),23,232,4,0
194,Above the Break 3,Right Side Center(RC),27,96,258,0
195,In The Paint (Non-RA),Center(C),5,-52,1,0
196,Above the Break 3,Left Side Center(LC),28,-139,246,0
197,Left Corner 3,Left Side(L),24,-237,75,0
198,Mid-Range,Center(C),22,-5,221,0
199,Above the Break 3,Center(C),26,82,256,0
200,Mid-Range,Right Side(R),9,83,43,0
201,Right Corner 3,Right Side(R),22,229,21,0
202,Above the Break 3,Right Side Center(RC),24,232,93,1
203,Restricted Area,Center(C),3,28,16,1
204,In The Paint (Non-RA),Center(C),4,-40,23,0
205,Above the Break 3,Right Side Center(RC),24,160,185,0
206,Restricted Area,Center(C),1,15,8,0
207,In The Paint (Non-RA),Center(C),6,-27,54,0
208,Above the Break 3,Left Side Center(LC),25,-166,191,0
209,Restricted Area,Center(C),3,24,20,0
210,Restricted Area,Center(C),0,0,-6,1
211,Restricted Area,Center(C),1,1,16,1
212,Restricted Area,Center(C),0,0,-6,1
213,Above the Break 3,Right Side Center(RC),26,98,246,0
214,Restricted Area,Center(C),1,-6,14,1
215,Restricted Area,Center(C),1,-18,0,1
216,Restricted Area,Center(C),1,-14,10,1
217,Above the Break 3,Left Side Center(LC),24,-223,95,0
218,Restricted Area,Center(C),2,-15,16,1
219,Above the Break 3,Right Side Center(RC),25,201,161,0
220,Restricted Area,Center(C),2,0,20,1
221,Restricted Area,Center(C),1,-14,6,1
222,Restricted Area,Center(C),2,14,20,1
223,Above the Break 3,Right Side Center(RC),34,157,302,1
224,Above the Break 3,Right Side Center(RC),28,152,240,0
225,Above the Break 3,Left Side Center(LC),24,-223,104,1
226,Restricted Area,Center(C),2,27,10,1
227,Restricted Area,Center(C),3,32,13,0
228,Left Corner 3,Left Side(L),24,-240,20,0
229,In The Paint (Non-RA),Center(C),4,-43,2,0
230,Restricted Area,Center(C),1,15,5,0
231,Above the Break 3,Left Side Center(LC),25,-220,121,0
232,Above the Break 3,Left Side Center(LC),25,-218,125,1
233,Left Corner 3,Left Side(L),23,-230,-1,1
234,Restricted Area,Center(C),1,14,1,1
235,Restricted Area,Center(C),0,2,-3,1
236,In The Paint (Non-RA),Center(C),4,45,19,0
237,Right Corner 3,Right Side(R),23,232,-5,0
238,In The Paint (Non-RA),Center(C),4,38,14,1
239,Restricted Area,Center(C),0,0,-6,1
240,Right Corner 3,Right Side(R),23,232,5,0
241,Restricted Area,Center(C),1,14,5,1
242,Left Corner 3,Left Side(L),22,-226,0,0
243,Restricted Area,Center(C),1,-17,5,1
244,Mid-Range,Right Side(R),14,134,64,0
245,Restricted Area,Center(C),2,14,25,0
246,Left Corner 3,Left Side(L),22,-227,-11,0
247,Restricted Area,Center(C),1,5,13,1
248,Restricted Area,Center(C),2,-9,19,0
249,Left Corner 3,Left Side(L),22,-226,6,0
250,Restricted Area,Center(C),2,13,19,1
251,Restricted Area,Center(C),1,7,14,0
252,Restricted Area,Center(C),2,7,20,0
253,Restricted Area,Center(C),1,8,6,1
254,Right Corner 3,Right Side(R),22,225,19,0
255,Restricted Area,Center(C),0,2,8,1
256,In The Paint (Non-RA),Center(C),4,-32,31,1
257,Mid-Range,Right Side(R),21,203,57,1
258,Above the Break 3,Right Side Center(RC),24,119,217,1
259,Above the Break 3,Left Side Center(LC),26,-163,205,0
260,Left Corner 3,Left Side(L),23,-226,43,0
261,Above the Break 3,Left Side Center(LC),25,-208,141,0
262,Restricted Area,Center(C),1,-13,11,0
263,Restricted Area,Center(C),2,-25,0,1
264,Above the Break 3,Right Side Center(RC),26,179,193,0
265,Restricted Area,Center(C),2,22,8,1
266,Restricted Area,Center(C),0,8,1,0
267,Above the Break 3,Left Side Center(LC),25,-206,151,0
268,Restricted Area,Center(C),2,19,13,1
269,Right Corner 3,Right Side(R),23,238,0,1
270,Above the Break 3,Center(C),25,46,247,0
271,Restricted Area,Center(C),3,-30,22,1
272,Above the Break 3,Left Side Center(LC),26,-136,233,0
273,Left Corner 3,Left Side(L),22,-228,-8,0
274,Right Corner 3,Right Side(R),23,236,-1,0
275,Restricted Area,Center(C),3,32,7,1
276,Restricted Area,Center(C),1,10,2,1
277,Restricted Area,Center(C),2,25,11,0
278,Restricted Area,Center(C),0,0,-6,1
279,Right Corner 3,Right Side(R),23,234,13,0
280,Left Corner 3,Left Side(L),22,-228,7,0
281,Right Corner 3,Right Side(R),23,232,17,0
282,Above the Break 3,Right Side Center(RC),26,134,226,0
283,Restricted Area,Center(C),1,-13,9,0
284,Restricted Area,Center(C),1,12,9,1
285,Above the Break 3,Right Side Center(RC),27,126,240,1
286,Left Corner 3,Left Side(L),23,-232,-6,1
287,Restricted Area,Center(C),2,20,-4,0
288,Restricted Area,Center(C),3,-36,7,1
289,Restricted Area,Center(C),3,-25,18,1
290,Left Corner 3,Left Side(L),23,-231,2,0
291,Mid-Range,Right Side(R),14,124,67,0
292,Above the Break 3,Right Side Center(RC),25,149,202,0
293,Restricted Area,Center(C),0,-1,6,0
294,Left Corner 3,Left Side(L),23,-228,59,0
295,Mid-Range,Right Side(R),21,216,-11,0
296,Right Corner 3,Right Side(R),22,228,11,1
297,In The Paint (Non-RA),Center(C),6,40,45,1
298,Restricted Area,Center(C),1,9,10,1
299,In The Paint (Non-RA),Center(C),14,67,125,0
300,Left Corner 3,Left Side(L),22,-222,11,1
301,Restricted Area,Center(C),3,17,29,0
302,Restricted Area,Center(C),2,19,11,1
303,Above the Break 3,Left Side Center(LC),24,-167,185,0
304,In The Paint (Non-RA),Center(C),6,52,37,0
305,Right Corner 3,Right Side(R),23,232,57,1
306,Restricted Area,Center(C),2,-14,15,0
307,Restricted Area,Center(C),0,-1,7,1
308,Above the Break 3,Right Side Center(RC),24,134,211,0
309,Restricted Area,Center(C),1,4,10,1
310,Right Corner 3,Right Side(R),23,230,25,0
311,Restricted Area,Center(C),0,-7,-4,0
312,Restricted Area,Center(C),1,-14,0,1
313,Restricted Area,Center(C),3,16,28,0
314,Right Corner 3,Right Side(R),23,237,17,0
315,Above the Break 3,Center(C),25,-40,255,1
316,Above the Break 3,Left Side Center(LC),26,-138,232,1
317,Restricted Area,Center(C),1,-15,0,0
318,In The Paint (Non-RA),Center(C),4,43,23,0
319,Restricted Area,Center(C),1,17,10,0
320,Restricted Area,Center(C),1,-15,8,1
321,Restricted Area,Center(C),2,-21,10,0
322,Above the Break 3,Right Side Center(RC),24,219,109,1
323,Restricted Area,Center(C),1,-2,11,1
324,Restricted Area,Center(C),3,-30,26,0
325,Restricted Area,Center(C),0,0,-6,1
326,Restricted Area,Center(C),2,-20,20,1
327,Right Corner 3,Right Side(R),24,233,75,1
328,Restricted Area,Center(C),3,-24,21,0
329,Above the Break 3,Center(C),25,59,251,0
330,Left Corner 3,Left Side(L),23,-230,15,1
331,Restricted Area,Center(C),1,-1,12,1
332,In The Paint (Non-RA),Center(C),4,8,45,1
333,Restricted Area,Center(C),0,-6,-4,0
334,In The Paint (Non-RA),Center(C),4,27,37,0
335,Left Corner 3,Left Side(L),25,-242,71,1
336,Mid-Range,Center(C),15,-17,153,1
337,Above the Break 3,Left Side Center(LC),25,-203,154,1
338,Left Corner 3,Left Side(L),23,-231,-6,0
339,Right Corner 3,Right Side(R),22,223,23,1
340,Restricted Area,Center(C),2,-12,16,1
341,Above the Break 3,Right Side Center(RC),26,229,126,0
342,Left Corner 3,Left Side(L),23,-226,51,0
343,Restricted Area,Center(C),1,-11,-1,1
344,Restricted Area,Center(C),0,9,4,1
345,Above the Break 3,Left Side Center(LC),25,-166,198,1
346,In The Paint (Non-RA),Center(C),6,-68,14,0
347,Restricted Area,Center(C),2,-21,8,1
348,Restricted Area,Center(C),1,16,0,0
349,Restricted Area,Center(C),1,-14,-1,1
350,Restricted Area,Center(C),2,-16,12,1
351,Restricted Area,Center(C),1,-1,15,1
352,Right Corner 3,Right Side(R),23,230,-8,0
353,Restricted Area,Center(C),2,-20,4,1
354,Above the Break 3,Left Side Center(LC),25,-145,204,1
355,Restricted Area,Center(C),0,-8,4,1
356,Restricted Area,Center(C),0,2,1,1
357,Above the Break 3,Left Side Center(LC),25,-134,215,1
358,Right Corner 3,Right Side(R),23,231,6,0
359,Restricted Area,Center(C),3,-19,29,0
360,Left Corner 3,Left Side(L),22,-221,-7,0
361,Restricted Area,Center(C),0,3,9,1
362,Above the Break 3,Left Side Center(LC),24,-216,108,0
363,Restricted Area,Center(C),2,-3,26,0
364,Right Corner 3,Right Side(R),23,236,37,0
365,Restricted Area,Center(C),1,8,11,0
366,Above the Break 3,Right Side Center(RC),25,232,100,0
367,Restricted Area,Center(C),0,0,-6,1
368,In The Paint (Non-RA),Center(C),9,-9,95,1
369,Left Corner 3,Left Side(L),22,-220,42,0
370,Restricted Area,Center(C),1,2,10,0
371,Left Corner 3,Left Side(L),23,-230,19,0
372,Restricted Area,Center(C),1,0,11,0
373,Above the Break 3,Left Side Center(LC),26,-130,230,0
374,Restricted Area,Center(C),2,-22,0,0
375,Restricted Area,Center(C),1,-2,11,0
376,Restricted Area,Center(C),1,-9,10,0
377,Restricted Area,Center(C),0,-4,4,0
378,Restricted Area,Center(C),1,11,3,1
379,Restricted Area,Center(C),0,1,4,1
380,Left Corner 3,Left Side(L),23,-232,17,0
381,Right Corner 3,Right Side(R),23,234,22,1
382,Restricted Area,Center(C),2,0,21,0
383,Left Corner 3,Left Side(L),23,-234,1,1
384,Left Corner 3,Left Side(L),22,-226,-12,0
385,Left Corner 3,Left Side(L),23,-230,-16,0
386,Restricted Area,Center(C),1,9,10,1
387,Restricted Area,Center(C),1,-9,10,1
388,Left Corner 3,Left Side(L),23,-239,-16,1
389,Left Corner 3,Left Side(L),23,-235,46,0
390,Restricted Area,Center(C),2,-1,22,0
391,Restricted Area,Center(C),1,11,2,1
392,Left Corner 3,Left Side(L),23,-231,13,0
393,Above the Break 3,Left Side Center(LC),25,-172,189,0
394,Restricted Area,Center(C),1,6,8,0
395,Restricted Area,Center(C),0,5,1,1
396,Restricted Area,Center(C),1,-8,13,0
397,Restricted Area,Center(C),0,8,1,1
398,Above the Break 3,Right Side Center(RC),25,149,210,1
399,Restricted Area,Center(C),1,13,3,1
400,In The Paint (Non-RA),Center(C),7,76,20,0
401,Restricted Area,Center(C),0,4,-5,0
402,In The Paint (Non-RA),Center(C),7,-70,13,0
403,Left Corner 3,Left Side(L),23,-232,-16,0
404,Restricted Area,Center(C),1,-10,-2,1
405,Right Corner 3,Right Side(R),22,228,8,0
406,Restricted Area,Center(C),1,12,10,0
407,Restricted Area,Center(C),2,-24,1,1
408,Restricted Area,Center(C),1,-3,10,1
409,Restricted Area,Center(C),1,14,7,0
410,Restricted Area,Center(C),1,17,10,1
411,Restricted Area,Center(C),0,2,6,1
412,Left Corner 3,Left Side(L),24,-237,59,0
413,Restricted Area,Center(C),1,-13,11,0
414,Above the Break 3,Right Side Center(RC),27,185,204,1
415,Above the Break 3,Left Side Center(LC),27,-175,211,0
416,Left Corner 3,Left Side(L),23,-239,17,1
417,Restricted Area,Center(C),1,10,13,1
418,Above the Break 3,Right Side Center(RC),25,237,91,1
419,Restricted Area,Center(C),1,4,11,1
420,Above the Break 3,Right Side Center(RC),26,179,190,0
421,Above the Break 3,Center(C),25,66,250,0
422,Restricted Area,Center(C),2,27,11,0
423,Restricted Area,Center(C),1,15,2,1
424,Restricted Area,Center(C),0,-1,8,1
425,Restricted Area,Center(C),1,-13,-4,1
426,Restricted Area,Center(C),0,3,8,1
427,Above the Break 3,Left Side Center(LC),27,-159,225,1
428,In The Paint (Non-RA),Center(C),8,-2,89,0
429,Right Corner 3,Right Side(R),22,228,-1,0
430,Restricted Area,Center(C),0,4,-1,1
431,Restricted Area,Center(C),0,0,4,1
432,Restricted Area,Center(C),0,-6,5,1
433,Restricted Area,Center(C),1,17,10,0
434,Restricted Area,Center(C),0,0,-6,1
435,Restricted Area,Center(C),0,-2,1,1
436,Left Corner 3,Left Side(L),24,-238,75,1
437,Above the Break 3,Right Side Center(RC),25,224,119,1
438,Restricted Area,Center(C),0,8,5,1
439,Restricted Area,Center(C),1,13,11,1
440,In The Paint (Non-RA),Center(C),6,-33,51,0
441,Left Corner 3,Left Side(L),22,-222,15,0
442,Right Corner 3,Right Side(R),23,232,-3,0
443,Restricted Area,Center(C),2,24,15,0
444,Restricted Area,Center(C),0,0,-6,1
445,In The Paint (Non-RA),Center(C),4,41,21,1
446,Restricted Area,Center(C),0,1,5,1
447,Left Corner 3,Left Side(L),23,-233,3,0
448,Restricted Area,Center(C),0,-2,2,1
449,Above the Break 3,Left Side Center(LC),27,-120,242,0
450,Restricted Area,Center(C),0,3,1,1
451,Restricted Area,Center(C),1,-19,6,0
452,In The Paint (Non-RA),Center(C),4,-33,32,0
453,Restricted Area,Center(C),1,-7,8,1
454,Restricted Area,Center(C),0,8,-5,1
455,Above the Break 3,Left Side Center(LC),25,-157,204,0
456,Above the Break 3,Left Side Center(LC),27,-187,201,0
457,Restricted Area,Center(C),2,25,1,0
458,Restricted Area,Center(C),1,7,10,1
459,Above the Break 3,Right Side Center(RC),25,234,99,1
460,Restricted Area,Center(C),1,-10,5,1
461,Restricted Area,Center(C),0,6,3,1
462,Right Corner 3,Right Side(R),23,234,50,1
463,Above the Break 3,Right Side Center(RC),25,165,190,0
464,In The Paint (Non-RA),Center(C),4,-43,22,0
465,Restricted Area,Center(C),2,-11,21,0
466,Restricted Area,Center(C),0,8,1,0
467,Restricted Area,Center(C),0,-3,0,1
468,Left Corner 3,Left Side(L),23,-235,13,1
469,Left Corner 3,Left Side(L),23,-232,17,0
470,Above the Break 3,Left Side Center(LC),27,-145,235,0
471,Above the Break 3,Center(C),26,-36,264,1
472,Restricted Area,Center(C),0,0,-6,0
473,Left Corner 3,Left Side(L),23,-231,2,0
474,Restricted Area,Center(C),0,-5,8,1
475,In The Paint (Non-RA),Center(C),4,24,34,0
476,Restricted Area,Center(C),1,-10,10,1
477,Right Corner 3,Right Side(R),23,239,13,0
478,Restricted Area,Center(C),2,-20,20,0
479,Restricted Area,Center(C),0,0,-6,1
480,Restricted Area,Center(C),1,7,8,1
481,Restricted Area,Center(C),0,2,6,1
482,Restricted Area,Center(C),0,-3,5,1
483,Above the Break 3,Right Side Center(RC),25,89,241,1
484,Above the Break 3,Right Side Center(RC),25,212,135,1
485,Restricted Area,Center(C),1,6,9,1
486,Above the Break 3,Center(C),25,19,258,0
487,Restricted Area,Center(C),2,-11,22,0
488,Restricted Area,Center(C),1,9,-5,1
489,Restricted Area,Center(C),1,-14,7,1
490,Right Corner 3,Right Side(R),23,226,49,0
491,Restricted Area,Center(C),0,-9,4,1
492,Above the Break 3,Left Side Center(LC),25,-122,222,1
493,Restricted Area,Center(C),1,-9,11,1
494,Above the Break 3,Right Side Center(RC),25,144,207,0
495,Restricted Area,Center(C),2,7,25,1
496,Restricted Area,Center(C),3,-29,16,0
497,Restricted Area,Center(C),0,-6,3,1
498,Above the Break 3,Center(C),24,14,247,0
499,Restricted Area,Center(C),1,11,6,0
500,Restricted Area,Center(C),1,11,13,0
501,Restricted Area,Center(C),1,6,9,0
502,Left Corner 3,Left Side(L),22,-227,-7,0
503,In The Paint (Non-RA),Center(C),9,35,86,1
504,Restricted Area,Center(C),1,10,0,0
505,Restricted Area,Center(C),0,0,-6,1
506,Above the Break 3,Right Side Center(RC),25,124,223,1
507,Right Corner 3,Right Side(R),23,226,55,1
508,Above the Break 3,Left Side Center(LC),26,-203,164,1
509,Restricted Area,Center(C),2,-2,27,1
510,Mid-Range,Right Side(R),11,107,47,0
511,Above the Break 3,Left Side Center(LC),27,-168,221,0
512,Right Corner 3,Right Side(R),24,231,74,1
513,Restricted Area,Center(C),1,-5,16,1
514,Above the Break 3,Right Side Center(RC),24,196,155,0
515,Right Corner 3,Right Side(R),22,227,34,1
516,Restricted Area,Center(C),3,26,23,0
517,Left Corner 3,Left Side(L),22,-227,6,1
518,Mid-Range,Left Side(L),14,-129,72,1
519,Restricted Area,Center(C),3,36,0,0
520,Restricted Area,Center(C),0,5,5,1
521,Restricted Area,Center(C),3,-31,1,0
522,Restricted Area,Center(C),1,-4,14,1
523,Above the Break 3,Left Side Center(LC),24,-173,176,0
524,Left Corner 3,Left Side(L),23,-234,11,0
525,Restricted Area,Center(C),0,0,-6,1
526,Above the Break 3,Right Side Center(RC),24,190,159,1
527,Restricted Area,Center(C),0,8,4,1
528,In The Paint (Non-RA),Center(C),4,-36,18,1
529,Right Corner 3,Right Side(R),22,222,27,1
530,Restricted Area,Center(C),2,-17,12,1
531,Restricted Area,Center(C),3,7,31,0
532,Right Corner 3,Right Side(R),23,232,-1,1
533,Right Corner 3,Right Side(R),22,226,20,1
534,Restricted Area,Center(C),2,20,5,1
535,Restricted Area,Center(C),2,19,11,1
536,Restricted Area,Center(C),1,-18,6,0
537,Restricted Area,Center(C),1,-6,14,0
538,Mid-Range,Left Side(L),8,-85,-1,0
539,Restricted Area,Center(C),1,8,14,0
540,Left Corner 3,Left Side(L),23,-234,-5,1
541,Restricted Area,Center(C),3,-30,12,0
542,Restricted Area,Center(C),1,-11,15,0
543,Restricted Area,Center(C),0,8,2,1
544,Restricted Area,Center(C),1,-13,8,1
545,Restricted Area,Center(C),1,14,10,1
546,Restricted Area,Center(C),0,-7,6,1
547,Restricted Area,Center(C),1,-9,8,1
548,In The Paint (Non-RA),Center(C),6,63,10,0
549,Above the Break 3,Left Side Center(LC),25,-119,230,0
550,Left Corner 3,Left Side(L),23,-231,-20,1
551,Restricted Area,Center(C),2,18,21,0
552,Right Corner 3,Right Side(R),23,229,40,0
553,Restricted Area,Center(C),3,30,9,0
554,Right Corner 3,Right Side(R),23,234,22,0
555,Restricted Area,Center(C),2,20,16,0
556,Left Corner 3,Left Side(L),23,-230,-4,1
557,Left Corner 3,Left Side(L),23,-236,-4,1
558,In The Paint (Non-RA),Center(C),13,-61,120,0
559,Above the Break 3,Center(C),25,-46,246,0
560,Above the Break 3,Center(C),25,-60,249,0
561,In The Paint (Non-RA),Center(C),13,12,138,1
562,Restricted Area,Center(C),1,-8,15,0
